track_name,emotion,album,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Yeh Haseen Vadiyan Yeh Khula Aasman,3,Roja (Original Motion Picture Soundtrack),6NmGIj2leVHRKkHEGyechJ,0.64,0.295,5,-16.357,1,0.0397,2.05E-06,0.0804,0.107,121.903,320013,4
Bharat Humko Jaan Se Pyara Hai,3,Roja (Original Motion Picture Soundtrack),6H6BgDPTlfRpTQZNckbjlk,0.516,0.235,0,-13.215,1,0.0331,0,0.0654,0.337,84.152,191947,4
Agar Tum Saath Ho,3,Tamasha (Original Motion Picture Soundtrack),70W29IwaPMRo86tCan6tqI,0.558,0.521,3,-8.798,1,0.0333,0.000212,0.189,0.409,122.925,341185,4
Safarnama,3,Tamasha (Original Motion Picture Soundtrack),277JZ0pkX8gvlT50gkHEL0,0.543,0.503,9,-10.252,1,0.0287,0.000827,0.173,0.238,119.954,251533,4
Patakha Guddi (Female Version),3,Highway (Original Motion Picture Soundtrack),2IXR8yRE9w737GBCIODuCW,0.815,0.793,11,-5.069,1,0.0903,0,0.127,0.883,130.943,285206,4
Maahi Ve,3,Highway (Original Motion Picture Soundtrack),0FJXPH6KGfTbAgJ9GoK3Uc,0.596,0.729,5,-7.078,1,0.0674,9.85E-06,0.115,0.514,131.013,240928,4
Phir Se Ud Chala,3,Rockstar,5qqWqEPH4uIakYnMAVd3So,0.656,0.65,11,-8.62,1,0.0373,8.40E-05,0.351,0.466,119.955,270865,4
Katiya Karun,3,Rockstar,4iGplDCO4A6z734tkU9xRr,0.645,0.705,2,-8.342,1,0.072,5.25E-06,0.0564,0.92,176.04,240014,4
Sheher Mein,3,Rockstar,3V254RN5gzUwq3egiduDpa,0.781,0.648,11,-9.158,0,0.403,4.41E-06,0.0656,0.828,90.969,243750,4
Haawa Haawa,3,Rockstar,29q7EuBNaEvx4Y7PgbapZh,0.738,0.702,4,-7.107,0,0.044,9.94E-05,0.101,0.853,145.013,341892,4
Kehna Hi Kya - Bombay / Soundtrack Version,3,Bombay,5j5vCuBjS1sFWywWUnkJqV,0.693,0.268,9,-15.606,0,0.0774,0,0.0658,0.587,127.056,353893,4
Chanda Re Chanda Re,3,Sapnay (Original Motion Picture Soundtrack),607hpLhAvR8cWMieN1GjS0,0.615,0.288,1,-13.494,1,0.0367,0,0.236,0.439,90.976,357200,4
Muqabala Muqabala,3,Hum Se Hai Muqabala - Kadalan (Original Motion Picture Soundtrack),0iG83qZ0ftWr43VggRYkp3,0.87,0.563,0,-11.493,1,0.124,0.000232,0.0895,0.537,119.782,328893,4
Tum Ho,3,Rockstar,7uNnlVit5qDvfOje0pqICF,0.356,0.47,5,-8.929,1,0.0278,1.00E-05,0.0807,0.167,93.895,316500,4
Yeh Jo Des Hai Tera,3,Swades,65fbHxPPnRGPXaGN3PtpXd,0.64,0.357,1,-10.582,1,0.0321,1.37E-05,0.127,0.148,124.518,388107,4
Saathiya,3,Saathiya,78KKYDENYsw6jYfuEZsqJl,0.462,0.457,1,-15.251,0,0.106,0,0.334,0.535,175.94,357433,4
Radha,3,Student of the Year (Original Motion Picture Soundtrack),6f7zyAEUCZuvX4Zty62Z5o,0.804,0.748,1,-14.163,0,0.0616,0,0.0998,0.699,131.989,341360,4
Barso Re,3,Guru (Original Motion Picture Soundtrack),32DWojMZeZebVrfBkhAkKy,0.879,0.487,0,-9.441,1,0.148,0.000284,0.0706,0.338,116.991,329600,4
"Piya O Re Piya (From ""Tere Naal Love Ho Gaya"")",3,Atif Rocks,4fLK20j2ZZZ9mRkLBm664x,0.439,0.574,2,-6.394,1,0.0846,0,0.094,0.31,167.832,292747,4
"Pinga (From ""Bajirao Mastani"")",3,Bajirao Mastani (Original Motion Picture Soundtrack),40L4hEqXt6myCk6VcB9bDq,0.644,0.84,9,-3.753,1,0.172,0,0.246,0.818,95.11,255169,4
Saibo,3,Shor in the City (Original Motion Picture Soundtrack),6udC4b4jOSnHb9ItnXgKLR,0.619,0.429,2,-7.867,1,0.028,1.35E-05,0.136,0.545,90.058,195253,4
Bahara,3,I Hate Luv Storys (Original Motion Picture Soundtrack),1gwO79MdYdumgIjxq8eCxB,0.595,0.739,5,-6.733,1,0.0359,6.98E-06,0.134,0.722,87.834,325707,4
Song: Dola Re,3,"Devdas - An Adaptation Of Sarat Chandra Chattopadhyay's ""Devdas""",1UV1ej70vDBIdPUEJ40ZG1,0.65,0.912,4,-5.898,0,0.186,0,0.38,0.546,130.906,303387,4
"Mohe Rang Do Laal (From ""Bajirao Mastani"")",3,Bajirao Mastani (Original Motion Picture Soundtrack),6qKlMV1t8Dq2ndco8gR7KL,0.614,0.84,0,-3.291,1,0.0496,0,0.0531,0.497,131.76,231838,3
"Chupke Se (From ""Saathiya"")",3,Flavours Of Romance-Valentine's Day Vol. 1,1VtevJN3gUKF0S5cHEV7wM,0.739,0.35,5,-14.784,0,0.04,0,0.0683,0.456,103.988,364408,4
In Dino,3,Life In A Metro (Original Motion Picture Soundtrack),6YycppSAeGtSvwmu8qCcr2,0.41,0.633,0,-6.989,1,0.0378,0,0.116,0.344,101.461,397027,4
Alvida,3,Life In A Metro (Original Motion Picture Soundtrack),7EjatvVN2Y2GjpvKSyWJR4,0.287,0.655,2,-5.566,1,0.0372,7.51E-06,0.11,0.239,84.015,338587,4
O Meri Jaan,3,Life In A Metro (Original Motion Picture Soundtrack),6qMB7GsJd7L8sqEvQGWQl6,0.53,0.796,7,-6.548,1,0.0314,2.87E-05,0.157,0.547,150.009,305600,4
Falak Tak,3,Tashan,0IudGhdeJZwJ0Ps6ndtQDt,0.718,0.697,2,-6.474,0,0.135,1.53E-05,0.0563,0.62,143.907,356180,4
Koi Kahe Kehta Rahe,3,Dil Chahta Hai,5zKRKQwLVBT1WDJE7XJrnm,0.749,0.734,1,-7.058,1,0.0594,6.48E-06,0.108,0.652,131.975,346200,4
Mere Bina,3,Crook (Original Motion Picture Soundtrack),4rSmmC6OYmjVOYxr8ruVWN,0.511,0.767,2,-5.699,1,0.0524,0,0.153,0.463,79.923,289560,4
Tujhko Jo Paaya,3,Crook (Original Motion Picture Soundtrack),62kyw2ux2p0CZ7pKWtM6QO,0.598,0.236,9,-9.733,1,0.0363,0,0.109,0.413,149.839,184827,4
Tere Bina,3,Guru (Original Motion Picture Soundtrack),4FeczSomVWVyU4FW7xDeAI,0.744,0.7,2,-7.663,1,0.0375,0.000155,0.068,0.867,144.033,309640,4
Gal Mitthi Mitthi,3,Aisha (Original Motion Picture Soundtrack),4J9n7thOdqi8gxRGNyQoVC,0.906,0.699,0,-5.526,1,0.0462,0.0165,0.178,0.938,129.946,255907,4
Sajdaa,3,My Name Is Khan (Original Motion Picture Soundtrack),5upmbnXemLfPvs3d2eyHml,0.468,0.737,8,-7.274,1,0.0765,0.00272,0.0655,0.572,79.448,365707,4
Pyaar Ke Pal,3,Pal,6GWchpKWsKkwR6jcl0yG6V,0.599,0.135,4,-12.376,1,0.0308,2.43E-05,0.11,0.168,122.107,359373,3
"Chor Bazari (From ""Love Aaj Kal "")",3,Love Aaj Kal,6XE0MxTJdLWEePTCqAw5xr,0.824,0.757,11,-5.047,1,0.0743,0.000111,0.146,0.97,100.027,257440,4
Bahara,3,I Hate Luv Storys (Original Motion Picture Soundtrack),1gwO79MdYdumgIjxq8eCxB,0.595,0.739,5,-6.733,1,0.0359,6.98E-06,0.134,0.722,87.834,325707,4
Aao Milo Chalo,3,Jab We Met,6ocOeSjnWPcSTaSsi0zIdY,0.504,0.787,7,-5.948,0,0.0605,0,0.323,0.49,114.772,325934,4
Tum Mile,3,Tum Mile (Original Motion Picture Soundtrack),1EjxJHY9A6LMOlvyZdwDly,0.738,0.798,0,-6.663,1,0.0334,5.15E-06,0.31,0.793,123.01,343787,4
Dil Dhadakne Do,3,Zindagi Na Milegi Dobara,46elU7IBKWf55D5sjHGqO7,0.778,0.599,2,-4.758,1,0.032,0,0.59,0.949,116.951,230319,4
"Twist (From ""Love Aaj Kal"")",3,Love Aaj Kal,2W94YEMyahGhIrsjx35dVQ,0.721,0.944,7,-4.995,1,0.142,5.86E-05,0.0747,0.728,109.014,299440,4
Zara Sa,3,Jannat (Original Motion Picture Soundtrack),18YHbIhrleUkKKj2DvEp79,0.468,0.91,11,-3.057,0,0.051,0.000304,0.271,0.694,163.842,303680,4
"Aaj Kal Zindagi (From ""Wake Up Sid "")",3,Best of SEL,3uhMb1xevkSqoU8re2lVOQ,0.639,0.617,4,-8.897,1,0.0329,0.00558,0.099,0.405,134.95,254507,4
"Iktara (From ""Wake Up Sid"")",3,Perfect 10: Love Story,0qxTDueomxqHEUPwlD9y4S,0.622,0.516,7,-7.514,1,0.0259,0.000652,0.466,0.399,80.013,251773,4
Aye Khuda,3,Paathshaala,1vgVsR5rkXGP4NmUcoroJH,0.656,0.762,9,-6.328,1,0.0315,0,0.139,0.558,110.002,280497,4
Pal Pal Har Pal,3,Lage Raho Munna Bhai,6TMfIoPi0DdkxRxpARTnUv,0.639,0.233,4,-12.47,1,0.0345,0,0.151,0.607,136.772,273147,4
Chand Sifarish,3,Fanaa,5EYZZvmNAH5VZCwuzYJqoA,0.829,0.665,2,-8.128,1,0.0868,1.75E-05,0.123,0.861,122.043,275931,4
Balam Pichkari,3,Yeh Jawaani Hai Deewani,18e3XXYCv4Tx8uUl1mP3CN,0.732,0.944,0,-4.115,1,0.09,0,0.401,0.957,120.02,288903,4
Uff Teri Adaa,3,Karthik Calling Karthik,0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,5.82E-05,0.054,0.306,132.032,304089,4
Dhan Te Nan,3,Kaminey,2BOY77LvMTUOfLcnfFAJGl,0.766,0.809,4,-6.206,1,0.161,0.000166,0.0796,0.803,91.987,279934,4
Laung Da Lashkara,3,Patiala House,5pQODzb8j3xMQ1qvrQXJvo,0.841,0.74,9,-8.432,1,0.13,2.22E-06,0.128,0.626,109.033,304467,4
Senorita,3,Zindagi Na Milegi Dobara,3TAhWtQnpoL5Vl9VQPl9fU,0.701,0.681,9,-6.442,1,0.0466,0,0.064,0.81,122.539,229576,4
Subha Hone Na De,3,Desi Boyz,6WediUhXDfm8FR3wlM0r3G,0.727,0.9,8,-4.529,1,0.0452,0.0464,0.154,0.505,131.97,288696,4
The Breakup Song,3,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],5FihcmME7NlwW8KbYOaHVH,0.818,0.93,11,-2.982,1,0.247,0,0.658,0.831,113.988,252632,4
"Daaru Desi (From ""Cocktail"")",3,Cocktail,1R7ChEm1x3mGhDWXKnPSXn,0.703,0.786,8,-6.779,0,0.0483,0.000712,0.101,0.647,93.987,269590,4
Nashe Si Chadh Gayi,3,Best of Arijit Singh,2EKXTA9QxkW6XeQ2uEeIii,0.8,0.779,4,-5.515,0,0.0553,0,0.206,0.266,96.948,238289,4
Hookah Bar,3,Khiladi 786,4AoQVhME8Ko6LNm4lV2wwQ,0.73,0.656,11,-5.07,1,0.0294,0.00271,0.108,0.743,131.04,254351,4
Ainvayi Ainvayi,3,Band Baaja Baaraat,74AqVxZ3oXwJ8olHssBUG3,0.689,0.742,3,-7.571,0,0.0413,0.0046,0.0928,0.876,155.986,267624,4
Dum Dum,3,Band Baaja Baaraat,788Lp6lHrCrxJAZvS2l9YZ,0.748,0.812,0,-7.938,1,0.0471,0.00146,0.114,0.906,99.994,310988,4
Kala Chashma,3,Baar Baar Dekho (Original Motion Picture Soundtrack),5CSEaABQkS1hoLza0IpK2r,0.801,0.856,0,-4.233,1,0.065,6.62E-05,0.228,0.919,106.026,187006,4
Naach Meri Jaan,3,ABCD 2,0LYdvoom8Ri54PyYuLD2Dt,0.745,0.85,9,-5.47,0,0.0492,0.000165,0.196,0.663,128.038,244090,4
Tune Maari Entriyaan,3,Gunday,5kg1GacbhgQfLcbgOBRO9c,0.794,0.865,8,-5.333,1,0.215,1.38E-05,0.0468,0.779,126.658,313365,4
"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",3,Arijit Singh Broken Strings,1aIhAX6324JZmhNnGltwkK,0.559,0.541,10,-5.525,1,0.0313,4.66E-06,0.102,0.309,83.978,264806,4
Ve Maahi,3,Kesari,4t1DkxexoMbIHfSHS4Uiyr,0.65,0.551,0,-6.906,1,0.0274,0,0.219,0.294,102.934,223999,4
Soch Na Sake,3,Airlift,6mTvwBzWTGDOVeCNQEqtOE,0.505,0.667,9,-5.797,1,0.0323,0,0.213,0.516,151.728,281323,4
Khairiyat,3,Chhichhore,5O932cZmzOZGOGZz9RHx20,0.534,0.481,0,-9.016,0,0.0412,0,0.142,0.293,124.914,280282,4
"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",3,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",6aPMWbbdhDhiJHlknZb9Yx,0.265,0.58,9,-4.767,0,0.0491,0,0.243,0.345,172.121,370444,3
Mast Magan,3,2 States,3uL1IBFhg52VcQqOwAG01E,0.659,0.774,7,-7.014,1,0.0372,0.000333,0.185,0.883,82.995,280161,4
Zaalima,3,Raees,4fgJe7zBjVXvs8HxtE21Y9,0.486,0.898,9,-3.791,1,0.171,0,0.0886,0.648,88.335,299333,4
Teri Meri Kahaani,3,Gabbar Is Back,14eFqoEf1NBm7kh2jWc3TU,0.601,0.802,3,-6.537,0,0.0372,1.45E-06,0.314,0.345,109.989,331444,4
Aaj Se Teri,3,Padman,4ws4fIFJDtQAjNQ53KYVl2,0.708,0.567,9,-5.703,1,0.0338,1.01E-06,0.178,0.862,79.992,312240,4
Ae Watan (Male),3,Raazi,4wNLPh3T8dxrJwC32MzIUd,0.28,0.745,2,-4.523,1,0.0929,0,0.0933,0.186,80.687,223399,3
Enna Sona,3,OK Jaanu (Original Motion Picture Soundtrack),6bdpj89aYEBjhpsenXAsmO,0.717,0.416,7,-9.875,0,0.0303,1.43E-06,0.0976,0.381,100.026,213632,4
Qaafirana,3,Kedarnath,0xkGTPTijMU84dtHr3KQQi,0.417,0.433,4,-8.958,1,0.0415,0,0.123,0.207,169.92,341823,4
Tu Har Lamha,3,Khamoshiyan (Original Motion Picture Soundtrack),2EPOgSRhA90xWGVtNZwEv8,0.311,0.538,2,-4.551,0,0.0263,0,0.113,0.165,137.177,272869,4
"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",3,Musical Bond: Jeet Gannguli & Arijit Singh,6CV2iSJV2W6yAITDxSSes3,0.558,0.506,1,-6.761,0,0.0236,3.05E-06,0.0896,0.358,90.001,289013,4
First Class,3,Kalank,7s0qlp1ibUxVXLsOM0YWia,0.534,0.959,1,-3.67,0,0.361,0,0.354,0.751,187.576,276960,3
"Gerua (From ""Dilwale"")",3,"Gerua (From ""Dilwale"")",6V0cw3ZOtm5oQJrSv4QluQ,0.371,0.668,11,-7.269,0,0.0497,2.00E-06,0.294,0.403,87.458,345559,4
"Teri Khushboo (From ""Mr. X"") - Male",3,Musical Bond: Jeet Gannguli & Arijit Singh,7rPLG94ecZvSFSK2qisDzL,0.63,0.508,7,-7.294,0,0.0238,2.16E-06,0.107,0.421,109.891,342217,4
Tukur Tukur,3,Dilwale (Original Motion Picture Soundtrack),5swv4r5dYNHhsL54jGqmn8,0.8,0.921,1,-3.7,1,0.0846,1.82E-05,0.189,0.826,137.989,247458,4
Labb Par Aaye,3,Bandish Bandits (Original Motion Picture Soundtrack),1H31HxfIHETvrQ02nWpsLO,0.418,0.537,11,-7.769,0,0.0455,0,0.377,0.693,132.749,227553,3
Shiv Tandav Stotram,3,Legends - Top 10,0pA2HBr6nILi7x4xKRZsy9,0.525,0.83,2,-5.23,1,0.044,0,0.2,0.428,149.972,553274,4
Ajab Si,3,Om Shanti Om,5FXMRdJjKq1BIX4e8Eg9mK,0.697,0.438,8,-8.411,1,0.0289,0,0.293,0.58,117.954,241668,4
Saadda Haq,3,Rockstar,7k3jpyYPnVnbO0p7iejWxL,0.554,0.882,6,-5.018,0,0.0488,2.80E-06,0.368,0.627,96.958,362662,4
Chedkhaniyaan,3,Bandish Bandits (Original Motion Picture Soundtrack),30PPEJ1pEhtVnrgVNK5MEw,0.771,0.659,7,-6.1,1,0.0674,0,0.102,0.587,92.008,198261,4
Namo Namo,3,Kedarnath,5QtQFSdyZEl0w4iDxAyv76,0.648,0.711,4,-6.216,1,0.0304,0,0.121,0.33,119.935,322250,4
Pichle Saat Dinon Mein (Album Version),3,Rock On,1QQqHS80CpR8tA2lR8O65y,0.717,0.772,7,-5.852,1,0.0522,1.05E-06,0.134,0.792,106.077,187942,4
Pani Da Rang (Male),3,Putumayo Presents Indian Groove,44gvSP8Kpx6P7VSRHL9dN8,0.672,0.67,4,-7.257,0,0.0315,0.000198,0.197,0.533,98.032,239333,4
Brown Rang,3,International Villager,6NTwjo8MMAg0Ht2OlKdDir,0.804,0.902,11,-3.067,0,0.0846,0.000413,0.0651,0.72,155.98,211394,4
Gori Gori Gori Gori,3,Main Hoon Na,4RtvAfvD8lgqqBnojwaDI8,0.787,0.866,6,-7.016,0,0.0436,0.00292,0.284,0.68,101.009,268800,4
Make Some Noise For The Desi Boyz,3,Desi Boyz,71s7tZo8OGlN3VXyURWLUr,0.692,0.954,2,-3.93,0,0.0915,0,0.151,0.89,141.98,244068,4
"Cutiepie (From ""Ae Dil Hai Mushkil"")",3,"Cutiepie (From ""Ae Dil Hai Mushkil"")",1YOW5pnfikVa6BcCBIOQUU,0.799,0.929,0,-3.231,0,0.0668,0.000462,0.24,0.952,127.999,231562,4
Sau Tarah Ke,3,Dishoom,54SQet8YMttOgTqDNGcGpe,0.702,0.773,11,-4.79,1,0.0618,0,0.171,0.719,133.888,238994,4
Chalti Hai Kya 9 Se 12,3,Judwaa 2,06wmFmUzR15wlWpjTYwVTr,0.804,0.887,7,-5.169,0,0.0418,1.01E-06,0.212,0.915,126.011,261005,4
Thug Le,3,Ladies Vs Ricky Bahl,1opxtm6zIv7IF19S0eCtvV,0.768,0.788,1,-5.514,1,0.0687,2.94E-05,0.103,0.931,112.988,218932,4
Kaise Mujhe,3,Ghajini,53DXM0bHfB7xkqJZYlksuh,0.59,0.414,10,-12.391,1,0.0346,0.000522,0.146,0.292,82.002,343742,4
Phir Milenge Chalte Chalte,3,Rough Guide: Bollywood,3wvQGRNhwSYzknfOcbzXLT,0.771,0.553,0,-13.063,1,0.197,1.30E-05,0.042,0.924,125.041,391093,4
"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",3,My Best Collection - Sonu Nigam,354i3UEfcV6eylOYf7Dy9A,0.618,0.569,6,-11.285,0,0.0828,6.23E-06,0.0385,0.638,164.046,347350,4
"Kya Kare Kya Na Kare (From ""Rangeela"")",3,Rangeela (Original Motion Picture Soundtrack),1KcDpB7iLGx4Jt1bBoDjsr,0.86,0.645,7,-8.431,1,0.134,0.000141,0.141,0.561,112.948,338845,4
"Mangta Hai Kya (From ""Rangeela"")",3,Rangeela (Original Motion Picture Soundtrack),6L5tAjM5jIUUiUVFWZvR7K,0.806,0.602,5,-6.927,0,0.053,0.0682,0.0849,0.871,129.978,406000,4
Radha Kaise Na Jale,3,Lagaan (Original Motion Picture Soundtrack),0wnLMEOQlyW3Es1ag0HMVV,0.729,0.505,7,-9.236,1,0.323,0,0.0975,0.723,148.435,334707,3
Woh Ladki Hai Kahan,3,Dil Chahta Hai,2tO0QPdCA0jgDBshTuYYkc,0.786,0.677,8,-8.624,1,0.183,0.000104,0.0446,0.858,94.985,306133,4
"Naah Goriye (From ""Bala"")",3,"Naah Goriye (From ""Bala"")",1CM4rFDU9q4EoLy2K44qE6,0.823,0.765,2,-1.695,0,0.0633,0,0.0601,0.715,99.96,184618,4
Lamborghini,3,Jai Mummy Di,3whi298a6dcu8PUu62NE1b,0.769,0.922,1,-3.123,1,0.0534,0.000156,0.189,0.634,104.916,246636,4
Shukran Allah,3,Kurbaan (Original Motion Picture Soundtrack),3nKEiJUeaWn8q2O9I1xwlB,0.432,0.695,1,-8.022,1,0.111,0.0014,0.274,0.513,116.153,290053,3
Jab Mila Tu,3,I Hate Luv Storys (Original Motion Picture Soundtrack),6Sp7azay1NZU4wxlFacWCl,0.626,0.561,9,-6.644,0,0.0304,0,0.304,0.794,167.916,251853,4
Despacito (Featuring Daddy Yankee),3,Despacito (Featuring Daddy Yankee),7CUYHcu0RnbOnMz4RuN07w,0.659,0.802,2,-4.79,1,0.148,0,0.123,0.863,177.936,228200,4
Dil Chahta Hai,3,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,0.813,0.554,10,-9.105,1,0.04,1.23E-06,0.0629,0.782,103.953,310080,4
Pareshaan,3,Ishaqzaade,5XXJqs7f42R8PAY4Xcr0ax,0.446,0.398,2,-11.353,0,0.0358,5.48E-05,0.112,0.259,149.839,292075,3
Proper Patola,3,Namaste England (Original Motion Picture Soundtrack),39ujbBjTwwqUFySaCYDMMT,0.77,0.824,1,-6.491,0,0.0851,0,0.318,0.49,172.006,178605,4
Aa Toh Sahi,3,Judwaa 2,1f3GOFy8WQ3ab4GP7c26QR,0.737,0.843,8,-3.309,1,0.0591,0,0.139,0.679,97.058,221277,4
Akh Lad Jaave,3,Loveyatri - A Journey Of Love,5SVpD60u9vjoQ2OeoKsTkb,0.867,0.705,10,-3.893,0,0.0522,0,0.0868,0.285,94.985,180176,4
Pehli Baar,3,Dil Dhadakne Do,39GcR1iJpR2RX629O0zuW5,0.734,0.738,9,-4.606,0,0.0368,0,0.113,0.813,126.007,263810,4
Small Town Girl,3,Bachna Ae Haseeno,6bRMrsjdHJ6W7zDEep3JlE,0.813,0.504,7,-12.845,1,0.108,0,0.255,0.791,99.874,138031,4
Yeh Tara Woh Tara,3,Swades,2HEw0hwnqYCN1w8ANOQXCl,0.751,0.438,7,-8.715,1,0.0362,0,0.103,0.609,129.956,432067,4
Dil Kyun Yeh Mera,3,Kites,5nHwX7e5XHnie22nuTFgda,0.486,0.382,6,-6.183,1,0.0286,8.56E-05,0.149,0.164,125.918,333200,3
Jhalla Wallah,3,Ishaqzaade,1y8Ck6jFOyxNC59SrQJIn6,0.454,0.552,4,-9.479,1,0.162,8.93E-06,0.247,0.596,86.994,351425,4
"Tere Hoke Rehengay (From ""Raja Natwarlal"")",3,Tere Ho Ke Rahenge & Other Hits,2xx5UUXkVWnotowONhWyjD,0.717,0.681,10,-4.318,0,0.0292,0.000242,0.0998,0.43,115.971,243646,4
"Nachan Nu Jee Karda (From ""Angrezi Medium"")",4,"Nachan Nu Jee Karda (From ""Angrezi Medium"")",2zQeAeH3q0K7U2AWEcVOsF,0.932,0.902,1,-1.947,1,0.101,7.13E-06,0.0638,0.653,110.007,167947,4
Goa Beach,4,Goa Beach,4obyqyCX0Vx839PTsz1OGf,0.913,0.622,7,-7.178,1,0.177,0,0.0789,0.781,110.011,218520,4
The Wakhra Song,4,"The Wakhra Song (From ""Judgementall Hai Kya"")",6N6mJlsjYRV0yoMSPS5JiQ,0.788,0.894,5,-2.661,0,0.198,0.000253,0.0649,0.588,89.945,196000,4
Dilbar,4,Satyameva Jayate,0Ms1V2flsPzr2bVqImelCB,0.725,0.912,9,-3.665,0,0.0851,7.68E-05,0.107,0.674,104.054,184433,4
Masakali 2.0,4,Masakali 2.0,0LtuveFgRP4lkksywmCtxV,0.772,0.748,10,-3.666,0,0.0444,7.79E-06,0.0657,0.493,99.971,172015,4
"Nachan Nu Jee Karda (From ""Angrezi Medium"")",4,"Nachan Nu Jee Karda (From ""Angrezi Medium"")",2zQeAeH3q0K7U2AWEcVOsF,0.932,0.902,1,-1.947,1,0.101,7.13E-06,0.0638,0.653,110.007,167947,4
Sau Aasmaan,4,Baar Baar Dekho (Original Motion Picture Soundtrack),0zHZSO80CTxNtvtRhveHRJ,0.63,0.729,6,-4.93,1,0.0287,8.00E-06,0.0786,0.44,127.919,234737,4
Kar Gayi Chull,4,The Badshah of Party Hits,3fPgIknlkDWXs1l2noKZbp,0.827,0.737,11,-5.473,0,0.0764,0.000322,0.211,0.873,121.99,187711,4
The Breakup Song,4,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),7BjQd0sfYsMGVrTpRdBNTT,0.818,0.93,11,-2.982,1,0.247,0,0.658,0.831,113.988,252632,4
Aadat,4,Kalyug,4yR2z3JafnCo86THA6ISZ4,0.63,0.746,0,-6.551,0,0.0398,0.000836,0.271,0.34,102.954,333740,4
Dil De Diya Hai,4,Masti,2zT6KfK583MkcLIHLBO8De,0.599,0.689,0,-5.668,0,0.0452,1.10E-05,0.119,0.537,86.927,366747,4
Ya Ali,4,Gangster,5HCrm5tm2Lrvc18TFt4dCJ,0.626,0.774,4,-11.298,0,0.0473,0,0.117,0.782,123.006,295800,4
Mere Haath Mein,4,Fanaa,6oUK2k9OJ0WvmVveyauFB7,0.554,0.606,1,-12.312,1,0.0722,0.000183,0.11,0.584,93.922,285858,4
Guzarish,4,Ghajini,2MvCNH9ua0CeOgUQfZf56z,0.595,0.624,9,-10.943,0,0.0603,0,0.114,0.647,170.001,327030,4
Bheegi Si Bhaagi Si,4,Raajneeti (Original Motion Picture Soundtrack),665b3Nss3OQmhTUdB5hBXw,0.564,0.867,8,-6.21,1,0.121,0,0.262,0.815,88.919,278093,4
Judai,4,Jannat (Original Motion Picture Soundtrack),7LGgRybx6vnACSRnYcGmMl,0.677,0.837,8,-4.814,0,0.0646,0.0013,0.115,0.829,111.934,302400,4
Lambi Judai,4,Jannat (Original Motion Picture Soundtrack),3mFDF0ulC4tyOFC4bB67Kd,0.649,0.792,5,-5.576,0,0.0453,0.028,0.0646,0.733,112.086,288040,4
"Why This Kolaveri Di ? (From ""3"") - The Soup of Love",4,My Ultimate Bollywood Party 2012,5ofWg777J5LFcBDurKunyh,0.82,0.768,5,-4.445,0,0.165,1.46E-05,0.432,0.893,140.008,257307,4
Bahara,4,I Hate Luv Storys (Original Motion Picture Soundtrack),1gwO79MdYdumgIjxq8eCxB,0.595,0.739,5,-6.733,1,0.0359,6.98E-06,0.134,0.722,87.834,325707,4
Tujhe Bhula Diya,4,Anjaana Anjaani,4r8JqkhpTb5tzSKKHnVJIJ,0.644,0.423,11,-8.702,0,0.0324,0,0.11,0.509,131.903,279429,4
Heer,4,Jab Tak Hai Jaan,1CapGmE3jqZpEATdujksnX,0.33,0.572,4,-9.562,0,0.0548,1.80E-06,0.155,0.369,78.267,314175,4
Tumse Hi Tumse,4,Anjaana Anjaani,6qNyL8lZuqFmy9ginJRQOZ,0.7,0.526,0,-6.246,1,0.0355,0.471,0.102,0.774,92.015,261559,4
Yaariyaan,4,Cocktail,0DANTgeuWo76sVMUjQqJ9G,0.485,0.546,2,-8.21,1,0.0303,3.05E-05,0.0444,0.406,149.938,377600,4
Kabhi Alvida Naa Kehna,4,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),4uXShFWajd1PTQzlW3P4jj,0.365,0.407,5,-10.352,1,0.0424,0.00129,0.212,0.464,149.161,483920,4
Kabira,4,Yeh Jawaani Hai Deewani,4bD9z9qa4qg9BhryvYWB7c,0.59,0.555,2,-6.861,1,0.0271,0,0.192,0.191,84.027,223460,4
Tera Rastaa Chhodoon Na,4,Chennai Express,7cLGKaJXLFpUU7Up34vVr1,0.419,0.679,4,-8.052,1,0.0384,0.00229,0.119,0.368,169.911,252964,4
Jiyein Kyun,4,Dum Maaro Dum,0up9rhm9qt2LW7cnoDFCMk,0.393,0.609,4,-5.954,1,0.0415,2.22E-06,0.107,0.347,71.377,264963,4
Duaa,4,Shanghai,606dT4oMKQc9uDUv7ADy97,0.554,0.578,5,-7.718,0,0.0379,5.53E-05,0.11,0.55,137.921,260139,4
